[Year],[S&E Fields],[Board field],[Public or Private],[Institution Name],[Citizenship],[Sex],Graduate students
2010,Engineering,Use Broad Fields (Old) for 2016 and earlier,Public,"University of California, Berkeley",U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Male,769
2010,Science,Use Broad Fields (Old) for 2016 and earlier,Private,University of Southern California,Foreign nationals,Female,724
2010,Science,Use Broad Fields (Old) for 2016 and earlier,Private,Stanford University,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Female,711
2010,Science,Use Broad Fields (Old) for 2016 and earlier,Private,Fielding Graduate University,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Female,709
2010,Science,Use Broad Fields (Old) for 2016 and earlier,Public,"University of California, Santa Barbara",U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Male,676
2010,Science,Use Broad Fields (Old) for 2016 and earlier,Public,San Francisco State University,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Female,661
2010,Science,Use Broad Fields (Old) for 2016 and earlier,Private,Alliant International University,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Female,645
2010,Science,Use Broad Fields (Old) for 2016 and earlier,Public,"University of California, Santa Barbara",U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Female,622
2010,Science,Use Broad Fields (Old) for 2016 and earlier,Public,San Jose State University,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Female,573
2010,Science,Use Broad Fields (Old) for 2016 and earlier,Private,National University,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Female,548
2010,Science,Use Broad Fields (Old) for 2016 and earlier,Private,Stanford University,Foreign nationals,Male,547
2010,Science,Use Broad Fields (Old) for 2016 and earlier,Public,"California State University, Long Beach",U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Male,511
2010,Engineering,Use Broad Fields (Old) for 2016 and earlier,Private,University of Southern California,Foreign nationals,Female,495
2010,Science,Use Broad Fields (Old) for 2016 and earlier,Public,San Diego State University,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Male,494
2010,Science,Use Broad Fields (Old) for 2016 and earlier,Public,"California State University, Northridge",U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Female,492
2010,Science,Use Broad Fields (Old) for 2016 and earlier,Public,"California State University, Fullerton",U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Male,491
2010,Science,Use Broad Fields (Old) for 2016 and earlier,Public,San Diego State University,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Female,488
2010,Engineering,Use Broad Fields (Old) for 2016 and earlier,Private,Stanford University,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Female,487
2010,Science,Use Broad Fields (Old) for 2016 and earlier,Public,"University of California, Santa Cruz",U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Male,477
2010,Science,Use Broad Fields (Old) for 2016 and earlier,Public,"California State University, Fullerton",U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Female,476
2010,Engineering,Use Broad Fields (Old) for 2016 and earlier,Public,San Jose State University,Foreign nationals,Male,475
2010,Science,Use Broad Fields (Old) for 2016 and earlier,Public,"University of California, Riverside",U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Male,474
2010,Engineering,Use Broad Fields (Old) for 2016 and earlier,Public,"University of California, San Diego",U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Male,464
2010,Science,Use Broad Fields (Old) for 2016 and earlier,Public,"California State University, Long Beach",U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Female,462
2010,Science,Use Broad Fields (Old) for 2016 and earlier,Public,"California State University, Los Angeles",U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Female,451
2010,Science,Use Broad Fields (Old) for 2016 and earlier,Public,"University of California, Los Angeles",Foreign nationals,Male,450
2010,Science,Use Broad Fields (Old) for 2016 and earlier,Public,San Jose State University,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Male,446
2010,Science,Use Broad Fields (Old) for 2016 and earlier,Public,San Francisco State University,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Male,441
2010,Science,Use Broad Fields (Old) for 2016 and earlier,Public,"University of California, Berkeley",Foreign nationals,Male,441
2010,Engineering,Use Broad Fields (Old) for 2016 and earlier,Public,"University of California, Los Angeles",Foreign nationals,Male,427
2010,Engineering,Use Broad Fields (Old) for 2016 and earlier,Public,"University of California, Berkeley",Foreign nationals,Male,423
2010,Engineering,Use Broad Fields (Old) for 2016 and earlier,Public,San Jose State University,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Male,404
2010,Engineering,Use Broad Fields (Old) for 2016 and earlier,Public,"University of California, San Diego",Foreign nationals,Male,400
2010,Science,Use Broad Fields (Old) for 2016 and earlier,Public,"University of California, Santa Cruz",U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Female,398
2010,Engineering,Use Broad Fields (Old) for 2016 and earlier,Public,"University of California, Davis",U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Male,380
2010,Engineering,Use Broad Fields (Old) for 2016 and earlier,Private,Stanford University,Foreign nationals,Female,361
2010,Science,Use Broad Fields (Old) for 2016 and earlier,Public,"University of California, Riverside",U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Female,354
2010,Engineering,Use Broad Fields (Old) for 2016 and earlier,Public,"University of California, Berkeley",U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Female,352
2010,Science,Use Broad Fields (Old) for 2016 and earlier,Public,"California State University, Sacramento",U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Female,335
2010,Engineering,Use Broad Fields (Old) for 2016 and earlier,Private,University of Southern California,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Female,328
2010,Science,Use Broad Fields (Old) for 2016 and earlier,Public,"University of California, Irvine",Foreign nationals,Male,324
2010,Science,Use Broad Fields (Old) for 2016 and earlier,Private,Palo Alto University,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Female,321
2010,Engineering,Use Broad Fields (Old) for 2016 and earlier,Private,Santa Clara University,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Male,318
2010,Science,Use Broad Fields (Old) for 2016 and earlier,Private,California Institute of Technology,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Male,315
2010,Science,Use Broad Fields (Old) for 2016 and earlier,Public,"University of California, Davis",Foreign nationals,Male,314
2010,Science,Use Broad Fields (Old) for 2016 and earlier,Private,Claremont Graduate University,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Male,310
2010,Science,Use Broad Fields (Old) for 2016 and earlier,Public,"California State University, Los Angeles",U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Male,309
2010,Science,Use Broad Fields (Old) for 2016 and earlier,Public,"California State University, Northridge",U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Male,309
2010,Science,Use Broad Fields (Old) for 2016 and earlier,Public,San Jose State University,Foreign nationals,Male,307
2010,Science,Use Broad Fields (Old) for 2016 and earlier,Public,"University of California, San Diego",Foreign nationals,Male,296
2010,Science,Use Broad Fields (Old) for 2016 and earlier,Private,Stanford University,Foreign nationals,Female,296
2010,Engineering,Use Broad Fields (Old) for 2016 and earlier,Public,"California Polytechnic State University, San Luis Obispo",U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Male,295
2010,Science,Use Broad Fields (Old) for 2016 and earlier,Private,University of La Verne,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Female,294
2010,Science,Use Broad Fields (Old) for 2016 and earlier,Private,National University,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Male,293
2010,Science,Use Broad Fields (Old) for 2016 and earlier,Public,"University of California, Los Angeles",Foreign nationals,Female,289
2010,Engineering,Use Broad Fields (Old) for 2016 and earlier,Public,"California State University, Northridge",Foreign nationals,Male,287
2010,Engineering,Use Broad Fields (Old) for 2016 and earlier,Public,"California State University, Fullerton",U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Male,286
2010,Engineering,Use Broad Fields (Old) for 2016 and earlier,Public,"University of California, Irvine",U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Male,284
2010,Engineering,Use Broad Fields (Old) for 2016 and earlier,Public,"California State University, Long Beach",U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Male,279
2010,Science,Use Broad Fields (Old) for 2016 and earlier,Public,San Jose State University,Foreign nationals,Female,278
2010,Science,Use Broad Fields (Old) for 2016 and earlier,Private,Claremont Graduate University,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Female,276
2010,Engineering,Use Broad Fields (Old) for 2016 and earlier,Public,"University of California, Irvine",Foreign nationals,Male,273
